keys;pl
PO183;Kierujący rowerem może wyprzedzać powoli jadące pojazdy z ich prawej strony, jeżeli tym pojazdem nie jest:
PO183O1;samochód osobowy
PO183O2;motorower
PO183O3;rower
PO183DO;C
PO184;Zabrania się zawracania:
PO184O1;na skrzyżowaniach równorzędnych
PO184O2;na moście
PO184O3;na skrzyżowaniach o ruchu kierowanym
PO184DO;C
PO185;Kierującemu rowerem zabrania się:
PO185O1;wyprzedzania z prawej strony, gdy pojazd wyprzedzany skręca w lewo
PO185O2;wyprzedzania na przejściach dla pieszych na skrzyżowaniach o ruchu kierowanym
PO185O3;jazdy wzdłuż po chodniku lub przejściu dla pieszych
PO185DO;C
PO186;Kierujący rowerem jest obowiązany:
PO186O1;zachować bezpieczny odstęp od poprzedzającego go rowerzysty
PO186O2;trzymać zawsze obie ręce na kierownicy
PO186O3;jechać nie dalej jak 1 m od krawędzi jezdni
PO186DO;B
PO187;Dziecko w wieku 11 lat idące po jezdni po zmierzchu poza terenem zabudowanym:
PO187O1;musi iść z opiekunem
PO187O2;powinno mieć latarkę elektryczną
PO187O3;musi posiadać elementy odblaskowe widoczne dla innych uczestników ruchu
PO187DO;C
PO188;Zabrania się postoju roweru:
PO188O1;w miejscach utrudniającym dostęp do innego prawidłowo zaparkowanego pojazdu lub wyjazd tego pojazdu
PO188O2;na chodniku,  gdy pozostaje 2 m szerokości tego chodnika
PO188O3;przed słupkiem wskaźnikowym z dwiema kreskami przed przejazdem kolejowym
PO188DO;A
PO189;Szerokość roweru może mieć:
PO189O1;1,5 m
PO189O2;1 m
PO189O3;0,9 m
PO189DO;C
PO190;W strefie zamieszkania prędkość jest ograniczona do:
PO190O1;20 km/h
PO190O2;15 km/h
PO190O3;30 km/h
PO190DO;A
PO191;Rower może być wyposażony w uruchamiany naciskiem na pedały pomocniczy napęd elektryczny o znamionowej mocy ciągłej nie większej niż 250 W i zasilany prądem o napięciu nie wyższym niż:
PO191O1;12 V
PO191O2;24 V
PO191O3;48 V
PO191DO;C
PO192;Holowanie roweru jest:
PO192O1;dopuszczalne, ale tylko przez kierującego pojazdem niemechanicznym, a odległość między pojazdami wynosi nie więcej niż 3 m na połączeniu giętkim
PO192O2;zabronione
PO192O3;dopuszczalne wyłącznie na połączeniu giętkim, a długość linki wynosi od 4 do 6 m
PO192DO;B
PO193;Kierować po jezdni wózkiem inwalidzkim, poruszanego siłą mięśni kierującego, może osoba, która ukończyła co najmniej:
PO193O1;15 lat
PO193O2;13 lat
PO193O3;18 lat
PO193DO;B
PO194;Ewa odprowadza od roku Adama do przedszkola. Ile co najmniej lat ukończyła Ewa?
PO194O1;10
PO194O2;11
PO194O3;12
PO194DO;B
PO195;Uczniowie z klasy szóstej mogą iść w kolumnie pod warunkiem, że kolumna idzie:
PO195O1;po prawej stronie jezdni i liczba idących obok siebie nie przekracza czterech (zajmują mniej niż połowę jezdni)
PO195O2;parami po lewej stronie jezdni
PO195O3;szóstkami po prawej stronie jezdni i nie zajmuje więcej niż połowę jezdni
PO195DO;A
PO196;Jeżeli pieszy zmuszony jest korzystać z pobocza lub jezdni, to:
PO196O1;powinien iść prawą stroną drogi, gdyż obowiązuje ruch prawostronny
PO196O2;powinien iść lewą stroną drogi
PO196O3;powinien iść dowolną stroną drogi pod warunkiem ustąpienia pierwszeństwa nadjeżdżającemu pojazdowi
PO196DO;B
PO197;Kolumna młodzieży szkolnej w  wieku 11 – 15 lat:
PO197O1;może poruszać się tylko prawą stroną jezdni pod nadzorem osoby pełnoletniej
PO197O2;może poruszać się chodnikiem, jeżeli idzie co najwyżej czwórkami
PO197O3;może, pod nadzorem osoby pełnoletniej, poruszać się lewą stroną jezdni i ustępować pierwszeństwa nadjeżdżającemu pojazdowi
PO197DO;A
PO198;Pieszy ma pierwszeństwo przed rowerzystą:
PO198O1;na drodze bez przejazdu (tzw. „ślepej ulicy”)
PO198O2;podczas przechodzenia przez jezdnię między skrzyżowaniami najkrótszą drogą i prostopadłą do krawędzi jezdni
PO198O3;w strefie zamieszkania
PO198DO;C
PO199;W strefie zamieszkania w godzinach 5:00 do 23:00 dopuszczalna prędkość roweru wynosi:
PO199O1;10 km/h
PO199O2;20 km/h
PO199O3;50 km/h
PO199DO;B
PO200;Dziecko w wieku 15 lat, poruszające się po jezdni po zmierzchu poza obszarem zabudowanym, jest obowiązane:
PO200O1;nieść latarkę ze światłem białym
PO200O2;używać elementów odblaskowych w sposób widoczny dla innych uczestników ruchu
PO200O3;iść po lewej stronie drogi i nieść latarkę ze światłem czerwonym
PO200DO;B
PO201;Za włączającego się do ruchu uważamy rowerzystę wjeżdżającego:
PO201O1;z jezdni na pobocze
PO201O2;na drogę gruntową z drogi twardej
PO201O3;na jezdnię z drogi dla rowerów, z wyjątkiem wjazdu na przejazd dla rowerzystów
PO201DO;C
PO202;Odległość między kolumnami rowerów jednośladowych nie może być mniejsza niż:
PO202O1;100 m
PO202O2;200 m
PO202O3;500 m
PO202DO;B
PO203;Kierujący rowerem w wieku 17 lat w czasie jazdy musi mieć przy sobie:
PO203O1;tymczasowy dowód osobisty
PO203O2;kartę rowerową lub prawo jazdy
PO203O3;nie musi mieć żadnych dokumentów
PO203DO;B
PO204;Liczba wózków rowerowych jadących w zorganizowanej kolumnie nie może przekraczać:
PO204O1;5
PO204O2;10
PO204O3;15
PO204DO;C
PO205;Kierującemu rowerem zabrania się:
PO205O1;ciągnąć kolegi na sankach zaczepionych sznurkiem do roweru
PO205O2;jechać w kolumnie w odległości 4 m za poprzedzającym go rowerem
PO205O3;jazdy w kolumnie liczącej mniej niż 10 rowerów jednośladowych
PO205DO;A
PO206;Zabrania się zatrzymania roweru:
PO206O1;na jezdni obok linii przerywanej wyznaczającej krawędź jezdni
PO206O2;przed znakiem „zakaz zatrzymywania się”
PO206O3;w odległości 20 m od przejścia dla pieszych
PO206DO;A
PO207;Kierujący rowerem jest obowiązany używać podczas jazdy w nocy  świateł:
PO207O1;mijania
PO207O2;do jazdy dziennej
PO207O3;pozycyjnych
PO207DO;C
PO208;W razie przechodzenia przez jezdnię osoby upośledzonej używającej specjalnego oznaczenia, kierujący rowerem jest obowiązany:
PO208O1;bezpiecznie ominąć tę osobę
PO208O2;ustąpić jej pierwszeństwa tylko na przejściu dla pieszych
PO208O3;zatrzymać pojazd w celu umożliwienia jej przejścia
PO208DO;C
PO209;Korzystanie z chodnika lub drogi dla pieszych przez kierującego rowerem jednośladowym jest:
PO209O1;kategorycznie zabronione
PO209O2;dozwolone w każdym przypadku, pod warunkiem zachowania szczególnej ostrożności, powolnej jazdy i ustępowania miejsca pieszym
PO209O3;dozwolone, gdy szerokość chodnika wzdłuż drogi, po której ruch pojazdów jest dozwolony z prędkością większa niż 50 km na godzinę, wynosi co najmniej 2 metry i brakuje wydzielonej drogi dla rowerów
PO209DO;C
PO210;W czasie poruszania się kolumny pieszych w warunkach niedostatecznej widoczności:
PO210O1;pierwszy z idących z lewej strony obowiązany jest nieść latarkę ze światłem białym skierowanym do przodu
PO210O2;pierwszy z idących z prawej strony obowiązany jest nieść latarkę ze światłem białym skierowanym do przodu
PO210O3;ostatni z idących w kolumnie powinien nieść latarkę ze światłem białym
PO210DO;A
PO211;Rowerzysta wyprzedzany przez inny pojazd jest obowiązany:
PO211O1;zawsze zatrzymać się, aby ułatwić wyprzedzanie
PO211O2;zjechać jak najbliżej prawej krawędzi jezdni i - w razie potrzeby - zatrzymać się dla ułatwienia wyprzedzania
PO211O3;przyspieszyć
PO211DO;B
PO212;Kierującemu rowerem zabrania się:
PO212O1;wyprzedzania na drodze jednokierunkowej
PO212O2;przejeżdżania przez chodnik
PO212O3;przewożenia innej osoby, jeżeli nie ukończył 17 lat
PO212DO;C
PO213;Jeżeli pieszy musi poruszać się po jezdni, to:
PO213O1;może iść środkiem jezdni, ustępując pierwszeństwa pojazdom
PO213O2;jest obowiązany zajmować miejsce jak najbliżej jej lewej krawędzi
PO213O3;powinien iść w odległości nie większej niż 1 m od jej krawędzi
PO213DO;B
PO214;Kilku pieszych idących po jezdni:
PO214O1;zawsze musi iść „parami’
PO214O2;powinno poruszać się jedno za drugim, ale na drogach o małym ruchu i w warunkach dobrej widoczności dwóch pieszych może iść obok siebie
PO214O3;może iść w dowolny sposób
PO214DO;B
PO215;Poza przejściami dla pieszych:
PO215O1;pieszy może przechodzić przez jezdnię w każdym miejscu, jeżeli zachowa szczególną ostrożność i będzie ustępował pierwszeństwa pojazdowi
PO215O2;pieszy może przechodzić przez jezdnię, jeżeli odległość od przejścia przekracza 100 m
PO215O3;pieszemu nie wolno przechodzić przez jezdnię poza przejściami
PO215DO;B
PO216;Przechodzenie przez jezdnię w miejscu o ograniczonej widoczności drogi:
PO216O1;jest zawsze zabronione
PO216O2;jest dozwolone tylko na drogach o małym natężeniu ruchu
PO216O3;jest dozwolone tylko na drogach jednokierunkowych
PO216DO;A
PO217;Pieszy, który zamierza przejść przez drogę dwujezdniową na obszarze zabudowanym:
PO217O1;zobowiązany jest korzystać tylko z przejść dla pieszych
PO217O2;może przekroczyć drogę w odległości ponad 100 m od przejścia dla pieszych
PO217O3;może przekroczyć drogę w dowolnym miejscu
PO217DO;A
PO218;Kto to jest uczestnik ruchu?
PO218O1;pieszy, kierujący, a także inne osoby przebywające w pojeździe lub na pojeździe znajdującym się na drodze
PO218O2;osoba wykonująca w kamizelce odblaskowej prace porządkowe na drodze
PO218O3;każda osoba znajdująca się na drodze
PO218DO;A
PO219;Rowerzyście zabrania się:
PO219O1;wjeżdżania na tory, gdy rozpoczęto opuszczanie zapór
PO219O2;przejeżdżania poprzecznie przez przejście dla pieszych
PO219O3;przejeżdżania poprzecznie przez chodnik
PO219DO;A
PO220;Za włączającego się do ruchu uważamy rowerzystę wjeżdżającego:
PO220O1;z drogi podporządkowanej na drogę z pierwszeństwem
PO220O2;rozpoczynającego wjazd na skrzyżowanie po zapaleniu się zielonego światła
PO220O3;na pobocze z drogi dla rowerów z wyjątkiem wjazdu na przejazd dla rowerzystów lub na pas dla rowerów
PO220DO;C
PO221;Rowerzysta może korzystać z chodnika:
PO221O1;pod warunkiem, że jedzie prawą stroną chodnika i nie utrudnia ruchu pieszym
PO221O2;gdy brak jest ścieżki dla rowerów, a drogą poruszają się samochody ciężarowe
PO221O3;gdy szerokość chodnika wzdłuż drogi, po której ruch pojazdów dozwolony jest z prędkością większą niż 50 km/h, wynosi co najmniej 2 m i brak jest wydzielonej drogi dla rowerów
PO221DO;C
PO222;Zabrania się zawracania rowerem:
PO222O1;na drodze jednokierunkowej
PO222O2;na skrzyżowaniach
PO222O3;na jezdniach, na których środkiem poprowadzono linię przerywaną
PO222DO;A
PO223;Podczas wymijania kierujący rowerem jest obowiązany:
PO223O1;nie zmieniać zajmowanego pasa ruchu
PO223O2;zawsze zmniejszyć prędkość
PO223O3;zachować bezpieczny odstęp od wymijanego pojazdu lub uczestnika ruchu, a w razie potrzeby zjechać w prawo i zmniejszyć prędkość lub zatrzymać się
PO223DO;C
PO224;Przed wyprzedzeniem kierujący rowerem jest obowiązany:
PO224O1;tylko zasygnalizować zamiar zmiany pasa ruchu
PO224O2;ostrzec dzwonkiem kierującego pojazdem wyprzedzanym
PO224O3;upewnić się w szczególności, czy ma odpowiednią widoczność i dostateczne miejsce do wyprzedzania bez utrudnienia komukolwiek ruchu
PO224DO;C
PO225;Jazda po jezdni obok innego uczestnika ruchu, jeżeli nie utrudnia to poruszania się innym uczestnikom ruchu albo w inny sposób nie zagraża bezpieczeństwu ruchu drogowego jest dozwolona, jeżeli:
PO225O1;rowerzysta jedzie obok rowerzysty
PO225O2;rowerzysta jedzie obok motocyklisty
PO225O3;motorowerzysta jedzie obok rowerzysty
PO225DO;A
PO226;Do obowiązkowego wyposażenia roweru należy:
PO226O1;lusterko boczne
PO226O2;światła barwy żółtej samochodowej na pedałach
PO226O3;dzwonek lub inny sygnał ostrzegawczy o nieprzeraźliwym dźwięku
PO226DO;C
PO227;Nie wymaga się uprawnienia do kierowania rowerem od osoby, która ukończyła:
PO227O1;18 lat
PO227O2;15 lat
PO227O3;13 lat
PO227DO;A
PO228;Rower powinien być obowiązkowo wyposażony w:
PO228O1;co najmniej jeden skutecznie działający hamulec
PO228O2;boczne światło odblaskowe barwy białej lub pomarańczowej
PO228O3;dwa skutecznie działające hamulce
PO228DO;A
PO229;Rowerzysta ma pierwszeństwo przed pieszym pełnosprawnym:
PO229O1;na drodze dla rowerów
PO229O2;na drodze dla rowerów i pieszych
PO229O3;zawsze na jezdni
PO229DO;A
PO230;Kolumna pieszych w wieku do 10 lat poruszająca się po poboczu drogi może iść:
PO230O1;tylko lewą stroną drogi
PO230O2;tylko prawą stroną drogi
PO230O3;po dowolnej stronie drogi
PO230DO;A
PO231;Jeżeli z powodu braku pobocza piesi korzystają z jezdni, to powinni iść:
PO231O1;jeden za drugim, lewą stroną drogi i ustępować pierwszeństwa nadjeżdżającemu pojazdowi
PO231O2;w grupie nie większej niż 5 osób, prawą stroną drogi, i ustępować pierwszeństwa nadjeżdżającemu pojazdowi
PO231O3;dowolną stroną drogi, a w warunkach niedostatecznej widoczności obowiązani są ustępować pierwszeństwa nadjeżdżającemu pojazdowi
PO231DO;A
PO232;Pieszy ma pierwszeństwo przed jadącym prosto rowerzystą, jeżeli:
PO232O1;z braku chodnika lub pobocza korzysta ze ścieżki dla rowerów
PO232O2;korzysta z drogi dla rowerów
PO232O3;przechodzi przez jezdnię na skrzyżowaniu dróg, na którym nie ma oznaczonego przejścia dla pieszych
PO232DO;C
PO233;Czy wszystkie kolumny muszą się poruszać po prawej stronie jezdni?
PO233O1;tak
PO233O2;nie (kolumny dzieci do lat 10 poruszają się po lewej stronie jezdni)
PO233O3;przepisy o ruchu drogowym nie precyzują tego problemu
PO233DO;B
PO234;Kiedy można przechodzić przez jezdnię w odległości mniejszej niż 100 metrów od wyznaczonego przejścia?
PO234O1;nigdy
PO234O2;jeżeli skrzyżowanie jest w odległości mniejszej niż 100 metrów od wyznaczonego przejścia, przechodzenie jest dozwolone również na tym skrzyżowaniu
PO234O3;tylko w strefie zamieszkania
PO234DO;B
PO235;Dwunastoletni rowerzysta podczas jazdy jest:
PO235O1;pieszym
PO235O2;kierującym
PO235O3;kierowcą
PO235DO;B
PO236;Pieszy korzystając z przejść dla pieszych:
PO236O1;musi ustąpić pierwszeństwa pojazdom
PO236O2;ma pierwszeństwo przed kierującym rowerem
PO236O3;musi przepuścić pojazdy ze swojej prawej strony
PO236DO;B
PO237;Za włączającego się do ruchu uważamy rowerzystę wjeżdżającego:
PO237O1;na drogę polną z drogi twardej
PO237O2;na jezdnię z pobocza lub innej części drogi, z pasa ruchu dla pojazdów powolnych
PO237O3;z jezdni na pobocze
PO237DO;B
PO238;Nie zabrania się zatrzymania roweru:
PO238O1;tylko na drodze dla rowerów
PO238O2;na pasie ruchu dla rowerów
PO238O3;tylko w śluzie rowerowej
PO238DO;B
PO239;Zabrania się wyprzedzania pojazdów uprzywilejowanych:
PO239O1;na obszarze zabudowanym
PO239O2;poza obszarem zabudowanym
PO239O3;wszędzie
PO239DO;A
PO240;Odległości między zorganizowanymi kolumnami nie mogą być mniejsze niż:
PO240O1;100 m – pojazdy samochodowe, 200 m - rowerzyści, 500 m – piesi
PO240O2;100 m – rowerzyści, 200 m - pojazdy samochodowe, 500 m – piesi
PO240O3;100 m – piesi, 200 m - rowerzyści, 500 m – pojazdy samochodowe
PO240DO;C
PO241;Kierującemu rowerem zabrania się:
PO241O1;jazdy w zorganizowanej kolumnie liczącej 10 rowerów jednośladowych
PO241O2;jazdy za rowerzystą w odległości nie zapewniającej bezpieczne hamowanie, gdy jadący z Przodu rowerzysta zahamuje gwałtownie
PO241O3;jazdy z jedną ręką na kierownicy
PO241DO;B
PO242;Zabrania się zatrzymania roweru:
PO242O1;na poboczu obok linii przerywanej wyznaczającej krawędź jezdni
PO242O2;przed znakiem „zakaz zatrzymywania się”
PO242O3;na jezdni przy jej lewej krawędzi, z wyjątkiem zatrzymania lub postoju pojazdu na obszarze zabudowanym na drodze jednokierunkowej lub na jezdni dwukierunkowej o Małym ruchu
PO242DO;C
PO243;Rower powinien być wyposażony:
PO243O1;z tyłu - w co najmniej jedno światło pozycyjne barwy czerwonej (może być migające) oraz w co najmniej jedno światło odblaskowe barwy czerwonej o kształcie innym niż trójkąt
PO243O2;w lusterko wsteczne
PO243O3;w światła barwy żółtej samochodowej na pedałach
PO243DO;a
PO244;Kierować wózkiem inwalidzkim poruszanym silnikiem pomocniczym można pod warunkiem konstrukcyjnego ograniczenia maksymalnej prędkości do:
PO244O1;10 km/h
PO244O2;25 km/h
PO244O3;prędkości pieszego (około 5 km/h)
PO244DO;C
PO245;Rowerzysta, który wykonuje skręt lub zmienia kierunek ruchu:
PO245O1;nie musi sygnalizować manewru, jeśli skręca w prawo
PO245O2;skręcając w lewo, po upewnieniu się, że ma wolną drogę, może wykonać manewr bez sygnalizowania
PO245O3;zawsze obowiązany jest podać sygnał przez wyciągnięcie ręki w odpowiednim kierunku
PO245DO;C
PO246;Przy jakiej dozwolonej prędkości kierujący rowerem jednośladowym, przy spełnieniu dodatkowych warunków, może korzystać z chodnika położonego wzdłuż tej drogi?
PO246O1;30 km/h
PO246O2;40 km/h
PO246O3;60 km/h
PO246DO;C
PO247;Zbliżając się do skrzyżowania równorzędnego rowerzysta ma obowiązek:
PO247O1;zachować szczególną ostrożność i ustąpić pierwszeństwa pojazdom nadjeżdżającym z prawej strony
PO247O2;ustąpić pierwszeństwa pojazdom silnikowym, niezależnie od tego, z której strony nadjeżdżają
PO247O3;zwiększyć prędkość, aby jak najszybciej pokonać skrzyżowanie
PO247DO;A
PO248;Kierujący rowerem, może:
PO248O1;używać sygnału dźwiękowego celem ostrzeżenia innych uczestników ruchu drogowego przed niebezpieczeństwem
PO248O2;jechać bez wymaganego wyposażenia roweru, jeżeli porusza się wyłącznie po poboczu
PO248O3;jechać po jezdni obok wolno jadącego czterokołowca
PO248DO;A
PO249;Przekraczanie jezdni przez pieszego poza wyznaczonym przejściem jest zawsze zabronione na drodze:
PO249O1;dwujezdniowej znajdującej się na obszarze zabudowanym
PO249O2;wzdłuż, której znajduje się droga dla rowerów
PO249O3;bez poboczy
PO249DO;A
PO250;Pieszemu zabrania się:
PO250O1;poruszania się po drodze, na której obowiązuje zakaz ruchu w obu kierunkach
PO250O2;przebiegania przez jezdnię w strefie ruchu
PO250O3;korzystania z drogi dla rowerów, gdy nie ma możliwości korzystania z chodnika lub pobocza
PO250DO;B
PO251;Pieszy idący po lewej stronie jezdni:
PO251O1;ma pierwszeństwo przed pojazdem
PO251O2;ustępuje pierwszeństwa tylko autobusowi
PO251O3;musi ustępować miejsca pojazdowi nadjeżdżającemu z przeciwnego kierunku
PO251DO;C
PO252;Pieszy idący po drodze dla rowerów:
PO252O1;musi ustąpić miejsca nadjeżdżającym rowerom (nie dotyczy to osób niepełnosprawnych)
PO252O2;ma pierwszeństwo przed rowerem
PO252O3;zawsze musi ustąpić miejsca nadjeżdżającemu rowerowi
PO252DO;A
PO253;Michał i Ewa mają dzisiaj urodziny. Michał za rok będzie mógł  samodzielnie chodzić po drogach. Ewa od roku zgodnie z przepisami „Prawa o ruchu drogowym” mogła prowadzać go do przedszkola. Ile mają razem lat dzisiaj?
PO253O1;16
PO253O2;17
PO253O3;18
PO253DO;B
PO254;Siedmioletnie dzieci idą w kolumnie, w której odległości między parami wynoszą 1 m. Jaka może być największa liczba dzieci w takiej kolumnie?
PO254O1;50
PO254O2;100
PO254O3;102
PO254DO;C
PO255;Kto to jest kierujący?
PO255O1;osoba uprawniona do kierowania pojazdem silnikowym
PO255O2;osoba, która kieruje pojazdem lub zespołem pojazdów, a także osoba, która prowadzi kolumnę pieszych, jedzie wierzchem albo pędzi zwierzęta pojedynczo lub w stadzie
PO255O3;osoba kierująca motocyklem
PO255DO;B
PO256;Długość wózka rowerowego i przyczepy nie może przekraczać:
PO256O1;3 m
PO256O2;3,5 m
PO256O3;4 m
PO256DO;C
PO257;Za włączającego się do ruchu uważamy rowerzystę wjeżdżającego :
PO257O1;z pobocza na drogę dla rowerów
PO257O2;na drogę z  obiektu przydrożnego lub dojazdu do takiego obiektu
PO257O3;z jezdni na drogę dla rowerów
PO257DO;B
PO258;Dopuszcza się przewóz dzieci w przyczepie przystosowanej konstrukcyjnie do przewozu osób ciągniętej przez:
PO258O1;motorower
PO258O2;motocykl
PO258O3;wózek rowerowy
PO258DO;C
PO259;Dopuszcza się wyprzedzanie z prawej strony na odcinku drogi z wyznaczonymi pasami ruchu:
PO259O1;na jezdniach jednokierunkowych
PO259O2;wszędzie
PO259O3;tylko na jezdniach o czterech pasach ruchu w jednym kierunku
PO259DO;A
PO260;Nie wymaga się uprawnienia od osoby, która ukończyła 18 lat do kierowania:
PO260O1;samochodem osobowym o masie całkowitej do 550 kg
PO260O2;motocyklem
PO260O3;wózkiem rowerowym
PO260DO;C
PO261;Dopuszcza się umieszczenie świateł odblaskowych barwy białej dodatkowo:
PO261O1;z tyłu wózka rowerowego
PO261O2;z przodu roweru i wózka rowerowego
PO261O3;z przodu i z tyłu motoroweru
PO261DO;B
PO262;Zabrania się zatrzymania roweru:
PO262O1;na poboczu obok linii przerywanej wyznaczającej krawędź jezdni
PO262O2;przed znakiem „zakaz zatrzymywania się”
PO262O3;w odległości mniejszej niż 15 m od słupka lub tablicy oznaczającej  przystanek komunikacji publicznej, a na przystanku z zatoką - na całej jej długości
PO262DO;C
PO263;Światło odblaskowe w rowerze nie może mieć kształtu:
PO263O1;koła
PO263O2;trójkąta
PO263O3;kwadratu
PO263DO;B
PO264;Rowerzysta jadący we mgle:
PO264O1;może wyprzedzić wolno jadący pojazd
PO264O2;musi zejść z roweru i prowadzić go, jeżeli nie ma pobocza
PO264O3;jest obowiązany korzystać z pobocza drogi, a jeżeli nie jest to możliwe, jechać jak najbliżej krawędzi jezdni i nie wyprzedzać innego pojazdu
PO264DO;C
PO265;Rowerzysta, dojeżdżając do przystanku tramwajowego bez wysepki,  na którym stoi tramwaj, powinien:
PO265O1;zmniejszyć prędkość i ostrożnie przejechać obok tramwaju, uważając na wsiadających i wysiadających pasażerów
PO265O2;zatrzymać rower na czas postoju tramwaju co najmniej 10 m od znaku wyznaczającego przystanek
PO265O3;zatrzymać rower w takim miejscu i na taki czas, aby zapewnić pieszym swobodne dojście do tramwaju i na chodnik
PO265DO;C
PO266;Kierujący rowerem na przejeździe dla rowerzystów:
PO266O1;ma pierwszeństwo przed pojazdami
PO266O2;jest włączającym się do ruchu
PO266O3;ustępuje pierwszeństwa pojazdom jadącym jezdnią
PO266DO;A
PO267;Zabrania się zatrzymania roweru, jeżeli nie wynika to z warunków ruchu drogowego:
PO267O1;na drodze jednokierunkowej na obszarze zabudowanym
PO267O2;w odległości mniejszej niż 10 m od przejazdu lub skrzyżowania
PO267O3;w odległości mniejszej niż 2 m od znaku „STOP”
PO267DO;B
PO268;Pieszy opiekujący się dzieckiem poniżej 7. roku życia:
PO268O1;ma obowiązek poruszania się lewą stroną jezdni
PO268O2;może poruszać się prawą stroną jezdni
PO268O3;zawsze może poruszać się drogą rowerową
PO268DO;A
PO269;Przechodzenie przez drogę o dwóch jezdniach jest:
PO269O1;dopuszczalne poza obszarem zabudowanym, jeżeli odległość od przejścia przekracza 50 m i pod warunkiem ustępowania pierwszeństwa pojazdowi
PO269O2;dozwolone na obszarze zabudowanym tylko na przejściach dla pieszych
PO269O3;dozwolone zawsze, jeżeli odległość od przejścia przekracza 100 m
PO269DO;B
PO270;Pieszemu zabrania się wchodzenia na tory na przejeździe kolejowym, jeżeli:
PO270O1;podnoszenie zapór lub półzapór nie zostało zakończone
PO270O2;za przejazdem nie ma warunków na kontynuowania ruchu
PO270O3;opuszczanie zapór lub półzapór zostało rozpoczęto
PO270DO;C
PO271;Pieszy może korzystać z drogi przeznaczonej tylko dla rowerów:
PO271O1;jedynie wtedy, gdy po tej drodze nie poruszają się rowerzyści
PO271O2;zawsze, gdyż łatwo może ustąpić miejsca kierującym rowerami
PO271O3;jedynie w razie braku pobocza lub pobocza albo niemożliwości korzystania z nich: pieszy pełnosprawny ustępuje pierwszeństwa rowerzyście
PO271DO;C
PO272;Liczba pieszych idących obok siebie po jezdni w kolumnie nie może przekraczać:
PO272O1;czterech, a dwóch jeśli są to piesi do lat 10
PO272O2;czterech również wtedy, gdy są to piesi do lat 10
PO272O3;sześciu, a czterech jeśli są to piesi do lat 10
PO272DO;A
PO273;Kolumna pieszych w wieku do lat 10 korzystając z jezdni obowiązana jest między innymi:
PO273O1;poruszać się prawą stroną jezdni
PO273O2;iść lewa stroną jezdni
PO273O3;iść trójkami
PO273DO;B
PO274;Podniesienie ręki do góry przez osobę kierującą ruchem jest odpowiednikiem sygnału:
PO274O1;czerwonego i żółtego - dla kierującego pojazdem, dla którego ruch był zamknięty
PO274O2;żółtego - dla kierującego pojazdem, dla którego ruch był zamknięty
PO274O3;żółtego - dla wszystkich kierujących
PO274DO;A
PO275;Liczba wózków  rowerowych w zorganizowanej kolumnie nie może przekraczać:
PO275O1;5
PO275O2;10
PO275O3;15
PO275DO;C
PO276;8. Przewozić wózkiem rowerowym inną osobę może osoba, która ukończyła:
PO276O1;15 lat
PO276O2;16 lat
PO276O3;17 lat
PO276DO;C
PO277;Wyprzedzanie z prawej strony na jezdni dwukierunkowej, jeśli poza obszarem zabudowanym są trzy pasy ruchu przeznaczone do jazdy w tym samym kierunku jest dozwolone:
PO277O1;zawsze
PO277O2;tylko na drogach o dopuszczalnej prędkości ponad  90 km/h
PO277O3;z wyjątkiem jezdni na zakręcie oznaczonym znakami ostrzegawczymi
PO277DO;C
PO278;Kierującemu rowerem zabrania się jazdy wzdłuż po chodniku lub przejściu dla pieszych z wyjątkiem:
PO278O1;jeżeli na jezdni dozwolona jest prędkość ponad 50 km/h
PO278O2;dziecka siedmioletniego kierującego rowerem pod opieką osoby dorosłej
PO278O3;dziecka do lat 10 kierującego rowerem
PO278DO;B
PO279;Kierujący pojazdem, który skręca w drogę poprzeczną, jest obowiązany zachować szczególną ostrożność i ustąpić pierwszeństwa rowerzyście jadącemu:
PO279O1;na wprost po jezdni
PO279O2;w prawo
PO279O3;w lewo
PO279DO;A
PO280;Kierującemu pojazdem wyprzedzanym zabrania się w czasie wyprzedzania i bezpośrednio po nim zwiększania prędkości, z wyjątkiem gdy:
PO280O1;pojazd jest wyprzedzany z prawej strony przez rower
PO280O2;rowerzystę wyprzedza samochód osobowy
PO280O3;pojazd jest wyprzedzany z lewej strony przez rower
PO280DO;A
PO281;Kierować po jezdni wózkiem inwalidzkim poruszanym siłą mięśni kierującego może osoba, która ma ukończone co najmniej:
PO281O1;12 lat
PO281O2;13 lat
PO281O3;15 lat
PO281DO;B
PO282;Dziecko w wieku 16 lat idące po jezdni po zmierzchu poza obszarem zabudowanym jest obowiązane:
PO282O1;iść z latarką ze światłem białym i czerwonym
PO282O2;iść pod opieką osoby dorosłej
PO282O3;używać elementów odblaskowych w sposób widoczny dla innych uczestników ruchu
PO282DO;C
PO283;Dziecko do lat 7 może korzystać z drogi tylko pod opieką osoby, która osiągnęła wiek co najmniej 10 lat z wyjątkiem:
PO283O1;strefy zamieszkania
PO283O2;nie ma wyjątków
PO283O3;drogi przeznaczonej dla pieszych i  rowerów
PO283DO;A
PO284;Za pieszego w ruchu drogowym uznaje się osobę:
PO284O1;wykonującą w kamizelce odblaskowej prace porządkowe na drodze
PO284O2;w wieku powyżej 10. roku życia jadącą na rowerze
PO284O3;pchającą wózek inwalidzki
PO284DO;C
PO285;Z drogi dla rowerów obowiązany jest korzystać:
PO285O1;motorowerzysta przewożący dziecko do lat 7
PO285O2;uczestnik ruchu poruszający się na wózku inwalidzkim
